% Model,HUR_model_weather_Jyvaskyla.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 14 2019, 18:31"
% Table,Table 4 - Line Average 3 (ht.alphaTdxx)
% Time (h),"Thermal diffusivity, xx component (m^2/s)"
4735,9.926470588235297E-7
4736,9.926470588235297E-7
4737,9.926470588235297E-7
4738,9.926470588235297E-7
4739,9.926470588235297E-7
4740,9.926470588235297E-7
4741,9.926470588235297E-7
4742,9.926470588235297E-7
4743,9.926470588235297E-7
4744,9.926470588235297E-7
4745,9.926470588235297E-7
4746,9.926470588235297E-7
4747,9.926470588235297E-7
4748,9.926470588235297E-7
4749,9.926470588235297E-7
4750,9.926470588235297E-7
4751,9.926470588235297E-7
4752,9.926470588235297E-7
4753,9.926470588235297E-7
4754,9.926470588235297E-7
4755,9.926470588235297E-7
4756,9.926470588235297E-7
4757,9.926470588235297E-7
4758,9.926470588235297E-7
4759,9.926470588235297E-7
4760,9.926470588235297E-7
4761,9.926470588235297E-7
4762,9.926470588235297E-7
4763,9.926470588235297E-7
4764,9.926470588235297E-7
4765,9.926470588235297E-7
4766,9.926470588235297E-7
4767,9.926470588235297E-7
4768,9.926470588235297E-7
4769,9.926470588235297E-7
4770,9.926470588235297E-7
4771,9.926470588235297E-7
4772,9.926470588235297E-7
4773,9.926470588235297E-7
4774,9.926470588235297E-7
4775,9.926470588235297E-7
4776,9.926470588235297E-7
4777,9.926470588235297E-7
4778,9.926470588235297E-7
4779,9.926470588235297E-7
4780,9.926470588235297E-7
4781,9.926470588235297E-7
4782,9.926470588235297E-7
4783,9.926470588235297E-7
4784,9.926470588235297E-7
4785,9.926470588235297E-7
4786,9.926470588235297E-7
4787,9.926470588235297E-7
4788,9.926470588235297E-7
4789,9.926470588235297E-7
4790,9.926470588235297E-7
4791,9.926470588235297E-7
4792,9.926470588235297E-7
4793,9.926470588235297E-7
4794,9.926470588235297E-7
4795,9.926470588235297E-7
4796,9.926470588235297E-7
4797,9.926470588235297E-7
4798,9.926470588235297E-7
4799,9.926470588235297E-7
4800,9.926470588235297E-7
4801,9.926470588235297E-7
4802,9.926470588235297E-7
4803,9.926470588235297E-7
4804,9.926470588235297E-7
4805,9.926470588235297E-7
4806,9.926470588235297E-7
4807,9.926470588235297E-7
4808,9.926470588235297E-7
4809,9.926470588235297E-7
4810,9.926470588235297E-7
4811,9.926470588235297E-7
4812,9.926470588235297E-7
4813,9.926470588235297E-7
4814,9.926470588235297E-7
4815,9.926470588235297E-7
4816,9.926470588235297E-7
4817,9.926470588235297E-7
4818,9.926470588235297E-7
4819,9.926470588235297E-7
4820,9.926470588235297E-7
4821,9.926470588235297E-7
4822,9.926470588235297E-7
4823,9.926470588235297E-7
4824,9.926470588235297E-7
4825,9.926470588235297E-7
4826,9.926470588235297E-7
4827,9.926470588235297E-7
4828,9.926470588235297E-7
4829,9.926470588235297E-7
4830,9.926470588235297E-7
4831,9.926470588235297E-7
4832,9.926470588235297E-7
4833,9.926470588235297E-7
4834,9.926470588235297E-7
4835,9.926470588235297E-7
4836,9.926470588235297E-7
4837,9.926470588235297E-7
4838,9.926470588235297E-7
4839,9.926470588235297E-7
4840,9.926470588235297E-7
4841,9.926470588235297E-7
4842,9.926470588235297E-7
4843,9.926470588235297E-7
4844,9.926470588235297E-7
4845,9.926470588235297E-7
4846,9.926470588235297E-7
4847,9.926470588235297E-7
4848,9.926470588235297E-7
4849,9.926470588235297E-7
4850,9.926470588235297E-7
4851,9.926470588235297E-7
4852,9.926470588235297E-7
4853,9.926470588235297E-7
4854,9.926470588235297E-7
4855,9.926470588235297E-7
4856,9.926470588235297E-7
4857,9.926470588235297E-7
4858,9.926470588235297E-7
4859,9.926470588235297E-7
4860,9.926470588235297E-7
4861,9.926470588235297E-7
4862,9.926470588235297E-7
4863,9.926470588235297E-7
4864,9.926470588235297E-7
4865,9.926470588235297E-7
4866,9.926470588235297E-7
4867,9.926470588235297E-7
4868,9.926470588235297E-7
4869,9.926470588235297E-7
4870,9.926470588235297E-7
4871,9.926470588235297E-7
4872,9.926470588235297E-7
4873,9.926470588235297E-7
4874,9.926470588235297E-7
4875,9.926470588235297E-7
4876,9.926470588235297E-7
4877,9.926470588235297E-7
4878,9.926470588235297E-7
4879,9.926470588235297E-7
4880,9.926470588235297E-7
4881,9.926470588235297E-7
4882,9.926470588235297E-7
4883,9.926470588235297E-7
4884,9.926470588235297E-7
4885,9.926470588235297E-7
4886,9.926470588235297E-7
4887,9.926470588235297E-7
4888,9.926470588235297E-7
4889,9.926470588235297E-7
4890,9.926470588235297E-7
4891,9.926470588235297E-7
4892,9.926470588235297E-7
4893,9.926470588235297E-7
4894,9.926470588235297E-7
4895,9.926470588235297E-7
4896,9.926470588235297E-7
4897,9.926470588235297E-7
4898,9.926470588235297E-7
4899,9.926470588235297E-7
4900,9.926470588235297E-7
4901,9.926470588235297E-7
4902,9.926470588235297E-7
4903,9.926470588235297E-7
4904,9.926470588235297E-7
4905,9.926470588235297E-7
4906,9.926470588235297E-7
4907,9.926470588235297E-7
4908,9.926470588235297E-7
4909,9.926470588235297E-7
4910,9.926470588235297E-7
4911,9.926470588235297E-7
4912,9.926470588235297E-7
4913,9.926470588235297E-7
4914,9.926470588235297E-7
4915,9.926470588235297E-7
4916,9.926470588235297E-7
4917,9.926470588235297E-7
4918,9.926470588235297E-7
4919,9.926470588235297E-7
4920,9.926470588235297E-7
4921,9.926470588235297E-7
4922,9.926470588235297E-7
4923,9.926470588235297E-7
4924,9.926470588235297E-7
4925,9.926470588235297E-7
4926,9.926470588235297E-7
4927,9.926470588235297E-7
4928,9.926470588235297E-7
4929,9.926470588235297E-7
4930,9.926470588235297E-7
4931,9.926470588235297E-7
4932,9.926470588235297E-7
4933,9.926470588235297E-7
4934,9.926470588235297E-7
4935,9.926470588235297E-7
4936,9.926470588235297E-7
4937,9.926470588235297E-7
4938,9.926470588235297E-7
4939,9.926470588235297E-7
4940,9.926470588235297E-7
4941,9.926470588235297E-7
4942,9.926470588235297E-7
4943,9.926470588235297E-7
4944,9.926470588235297E-7
4945,9.926470588235297E-7
4946,9.926470588235297E-7
4947,9.926470588235297E-7
4948,9.926470588235297E-7
4949,9.926470588235297E-7
4950,9.926470588235297E-7
4951,9.926470588235297E-7
4952,9.926470588235297E-7
4953,9.926470588235297E-7
4954,9.926470588235297E-7
4955,9.926470588235297E-7
4956,9.926470588235297E-7
4957,9.926470588235297E-7
4958,9.926470588235297E-7
4959,9.926470588235297E-7
4960,9.926470588235297E-7
4961,9.926470588235297E-7
4962,9.926470588235297E-7
4963,9.926470588235297E-7
4964,9.926470588235297E-7
4965,9.926470588235297E-7
4966,9.926470588235297E-7
4967,9.926470588235297E-7
4968,9.926470588235297E-7
4969,9.926470588235297E-7
4970,9.926470588235297E-7
4971,9.926470588235297E-7
4972,9.926470588235297E-7
4973,9.926470588235297E-7
4974,9.926470588235297E-7
4975,9.926470588235297E-7
4976,9.926470588235297E-7
4977,9.926470588235297E-7
4978,9.926470588235297E-7
4979,9.926470588235297E-7
4980,9.926470588235297E-7
4981,9.926470588235297E-7
4982,9.926470588235297E-7
4983,9.926470588235297E-7
4984,9.926470588235297E-7
4985,9.926470588235297E-7
4986,9.926470588235297E-7
4987,9.926470588235297E-7
4988,9.926470588235297E-7
4989,9.926470588235297E-7
4990,9.926470588235297E-7
4991,9.926470588235297E-7
4992,9.926470588235297E-7
4993,9.926470588235297E-7
4994,9.926470588235297E-7
4995,9.926470588235297E-7
4996,9.926470588235297E-7
4997,9.926470588235297E-7
4998,9.926470588235297E-7
4999,9.926470588235297E-7
5000,9.926470588235297E-7
5001,9.926470588235297E-7
5002,9.926470588235297E-7
5003,9.926470588235297E-7
5004,9.926470588235297E-7
5005,9.926470588235297E-7
5006,9.926470588235297E-7
5007,9.926470588235297E-7
5008,9.926470588235297E-7
5009,9.926470588235297E-7
5010,9.926470588235297E-7
5011,9.926470588235297E-7
5012,9.926470588235297E-7
5013,9.926470588235297E-7
5014,9.926470588235297E-7
5015,9.926470588235297E-7
5016,9.926470588235297E-7
5017,9.926470588235297E-7
5018,9.926470588235297E-7
5019,9.926470588235297E-7
5020,9.926470588235297E-7
5021,9.926470588235297E-7
5022,9.926470588235297E-7
5023,9.926470588235297E-7
5024,9.926470588235297E-7
5025,9.926470588235297E-7
5026,9.926470588235297E-7
5027,9.926470588235297E-7
5028,9.926470588235297E-7
5029,9.926470588235297E-7
5030,9.926470588235297E-7
5031,9.926470588235297E-7
5032,9.926470588235297E-7
5033,9.926470588235297E-7
5034,9.926470588235297E-7
5035,9.926470588235297E-7
5036,9.926470588235297E-7
5037,9.926470588235297E-7
5038,9.926470588235297E-7
5039,9.926470588235297E-7
5040,9.926470588235297E-7
5041,9.926470588235297E-7
5042,9.926470588235297E-7
5043,9.926470588235297E-7
5044,9.926470588235297E-7
5045,9.926470588235297E-7
5046,9.926470588235297E-7
5047,9.926470588235297E-7
5048,9.926470588235297E-7
5049,9.926470588235297E-7
5050,9.926470588235297E-7
5051,9.926470588235297E-7
5052,9.926470588235297E-7
5053,9.926470588235297E-7
5054,9.926470588235297E-7
5055,9.926470588235297E-7
5056,9.926470588235297E-7
5057,9.926470588235297E-7
5058,9.926470588235297E-7
5059,9.926470588235297E-7
5060,9.926470588235297E-7
5061,9.926470588235297E-7
5062,9.926470588235297E-7
5063,9.926470588235297E-7
5064,9.926470588235297E-7
5065,9.926470588235297E-7
5066,9.926470588235297E-7
5067,9.926470588235297E-7
5068,9.926470588235297E-7
5069,9.926470588235297E-7
5070,9.926470588235297E-7
5071,9.926470588235297E-7
5072,9.926470588235297E-7
5073,9.926470588235297E-7
5074,9.926470588235297E-7
5075,9.926470588235297E-7
5076,9.926470588235297E-7
5077,9.926470588235297E-7
5078,9.926470588235297E-7
5079,9.926470588235297E-7
5080,9.926470588235297E-7
5081,9.926470588235297E-7
5082,9.926470588235297E-7
5083,9.926470588235297E-7
5084,9.926470588235297E-7
5085,9.926470588235297E-7
5086,9.926470588235297E-7
5087,9.926470588235297E-7
5088,9.926470588235297E-7
5089,9.926470588235297E-7
5090,9.926470588235297E-7
5091,9.926470588235297E-7
5092,9.926470588235297E-7
5093,9.926470588235297E-7
5094,9.926470588235297E-7
5095,9.926470588235297E-7
5096,9.926470588235297E-7
5097,9.926470588235297E-7
5098,9.926470588235297E-7
5099,9.926470588235297E-7
5100,9.926470588235297E-7
5101,9.926470588235297E-7
5102,9.926470588235297E-7
5103,9.926470588235297E-7
5104,9.926470588235297E-7
5105,9.926470588235297E-7
5106,9.926470588235297E-7
5107,9.926470588235297E-7
5108,9.926470588235297E-7
5109,9.926470588235297E-7
5110,9.926470588235297E-7
5111,9.926470588235297E-7
5112,9.926470588235297E-7
5113,9.926470588235297E-7
5114,9.926470588235297E-7
5115,9.926470588235297E-7
5116,9.926470588235297E-7
5117,9.926470588235297E-7
5118,9.926470588235297E-7
5119,9.926470588235297E-7
5120,9.926470588235297E-7
5121,9.926470588235297E-7
5122,9.926470588235297E-7
5123,9.926470588235297E-7
5124,9.926470588235297E-7
5125,9.926470588235297E-7
5126,9.926470588235297E-7
5127,9.926470588235297E-7
5128,9.926470588235297E-7
5129,9.926470588235297E-7
5130,9.926470588235297E-7
5131,9.926470588235297E-7
5132,9.926470588235297E-7
5133,9.926470588235297E-7
5134,9.926470588235297E-7
5135,9.926470588235297E-7
5136,9.926470588235297E-7
5137,9.926470588235297E-7
5138,9.926470588235297E-7
5139,9.926470588235297E-7
5140,9.926470588235297E-7
5141,9.926470588235297E-7
5142,9.926470588235297E-7
5143,9.926470588235297E-7
5144,9.926470588235297E-7
5145,9.926470588235297E-7
5146,9.926470588235297E-7
5147,9.926470588235297E-7
5148,9.926470588235297E-7
5149,9.926470588235297E-7
5150,9.926470588235297E-7
5151,9.926470588235297E-7
5152,9.926470588235297E-7
5153,9.926470588235297E-7
5154,9.926470588235297E-7
5155,9.926470588235297E-7
5156,9.926470588235297E-7
5157,9.926470588235297E-7
5158,9.926470588235297E-7
5159,9.926470588235297E-7
5160,9.926470588235297E-7
5161,9.926470588235297E-7
5162,9.926470588235297E-7
5163,9.926470588235297E-7
5164,9.926470588235297E-7
5165,9.926470588235297E-7
5166,9.926470588235297E-7
5167,9.926470588235297E-7
5168,9.926470588235297E-7
5169,9.926470588235297E-7
5170,9.926470588235297E-7
5171,9.926470588235297E-7
5172,9.926470588235297E-7
5173,9.926470588235297E-7
5174,9.926470588235297E-7
5175,9.926470588235297E-7
5176,9.926470588235297E-7
5177,9.926470588235297E-7
5178,9.926470588235297E-7
5179,9.926470588235297E-7
5180,9.926470588235297E-7
5181,9.926470588235297E-7
5182,9.926470588235297E-7
5183,9.926470588235297E-7
5184,9.926470588235297E-7
5185,9.926470588235297E-7
5186,9.926470588235297E-7
5187,9.926470588235297E-7
5188,9.926470588235297E-7
5189,9.926470588235297E-7
5190,9.926470588235297E-7
5191,9.926470588235297E-7
5192,9.926470588235297E-7
5193,9.926470588235297E-7
5194,9.926470588235297E-7
5195,9.926470588235297E-7
5196,9.926470588235297E-7
5197,9.926470588235297E-7
5198,9.926470588235297E-7
5199,9.926470588235297E-7
5200,9.926470588235297E-7
5201,9.926470588235297E-7
5202,9.926470588235297E-7
5203,9.926470588235297E-7
5204,9.926470588235297E-7
5205,9.926470588235297E-7
5206,9.926470588235297E-7
5207,9.926470588235297E-7
5208,9.926470588235297E-7
5209,9.926470588235297E-7
5210,9.926470588235297E-7
5211,9.926470588235297E-7
5212,9.926470588235297E-7
5213,9.926470588235297E-7
5214,9.926470588235297E-7
5215,9.926470588235297E-7
5216,9.926470588235297E-7
5217,9.926470588235297E-7
5218,9.926470588235297E-7
5219,9.926470588235297E-7
5220,9.926470588235297E-7
5221,9.926470588235297E-7
5222,9.926470588235297E-7
5223,9.926470588235297E-7
5224,9.926470588235297E-7
5225,9.926470588235297E-7
5226,9.926470588235297E-7
5227,9.926470588235297E-7
5228,9.926470588235297E-7
5229,9.926470588235297E-7
5230,9.926470588235297E-7
5231,9.926470588235297E-7
5232,9.926470588235297E-7
5233,9.926470588235297E-7
5234,9.926470588235297E-7
5235,9.926470588235297E-7
5236,9.926470588235297E-7
5237,9.926470588235297E-7
5238,9.926470588235297E-7
5239,9.926470588235297E-7
5240,9.926470588235297E-7
5241,9.926470588235297E-7
5242,9.926470588235297E-7
5243,9.926470588235297E-7
5244,9.926470588235297E-7
5245,9.926470588235297E-7
5246,9.926470588235297E-7
5247,9.926470588235297E-7
5248,9.926470588235297E-7
5249,9.926470588235297E-7
5250,9.926470588235297E-7
5251,9.926470588235297E-7
5252,9.926470588235297E-7
5253,9.926470588235297E-7
5254,9.926470588235297E-7
5255,9.926470588235297E-7
5256,9.926470588235297E-7
5257,9.926470588235297E-7
5258,9.926470588235297E-7
5259,9.926470588235297E-7
5260,9.926470588235297E-7
5261,9.926470588235297E-7
5262,9.926470588235297E-7
5263,9.926470588235297E-7
5264,9.926470588235297E-7
5265,9.926470588235297E-7
5266,9.926470588235297E-7
5267,9.926470588235297E-7
5268,9.926470588235297E-7
5269,9.926470588235297E-7
5270,9.926470588235297E-7
5271,9.926470588235297E-7
5272,9.926470588235297E-7
5273,9.926470588235297E-7
5274,9.926470588235297E-7
5275,9.926470588235297E-7
5276,9.926470588235297E-7
5277,9.926470588235297E-7
5278,9.926470588235297E-7
5279,9.926470588235297E-7
5280,9.926470588235297E-7
5281,9.926470588235297E-7
5282,9.926470588235297E-7
5283,9.926470588235297E-7
5284,9.926470588235297E-7
5285,9.926470588235297E-7
5286,9.926470588235297E-7
5287,9.926470588235297E-7
5288,9.926470588235297E-7
5289,9.926470588235297E-7
5290,9.926470588235297E-7
5291,9.926470588235297E-7
5292,9.926470588235297E-7
5293,9.926470588235297E-7
5294,9.926470588235297E-7
5295,9.926470588235297E-7
5296,9.926470588235297E-7
5297,9.926470588235297E-7
5298,9.926470588235297E-7
5299,9.926470588235297E-7
5300,9.926470588235297E-7
5301,9.926470588235297E-7
5302,9.926470588235297E-7
5303,9.926470588235297E-7
5304,9.926470588235297E-7
5305,9.926470588235297E-7
5306,9.926470588235297E-7
5307,9.926470588235297E-7
5308,9.926470588235297E-7
5309,9.926470588235297E-7
5310,9.926470588235297E-7
5311,9.926470588235297E-7
5312,9.926470588235297E-7
5313,9.926470588235297E-7
5314,9.926470588235297E-7
5315,9.926470588235297E-7
5316,9.926470588235297E-7
5317,9.926470588235297E-7
5318,9.926470588235297E-7
5319,9.926470588235297E-7
5320,9.926470588235297E-7
5321,9.926470588235297E-7
5322,9.926470588235297E-7
5323,9.926470588235297E-7
5324,9.926470588235297E-7
5325,9.926470588235297E-7
5326,9.926470588235297E-7
5327,9.926470588235297E-7
5328,9.926470588235297E-7
5329,9.926470588235297E-7
5330,9.926470588235297E-7
5331,9.926470588235297E-7
5332,9.926470588235297E-7
5333,9.926470588235297E-7
5334,9.926470588235297E-7
5335,9.926470588235297E-7
5336,9.926470588235297E-7
5337,9.926470588235297E-7
5338,9.926470588235297E-7
5339,9.926470588235297E-7
5340,9.926470588235297E-7
5341,9.926470588235297E-7
5342,9.926470588235297E-7
5343,9.926470588235297E-7
5344,9.926470588235297E-7
5345,9.926470588235297E-7
5346,9.926470588235297E-7
5347,9.926470588235297E-7
5348,9.926470588235297E-7
5349,9.926470588235297E-7
5350,9.926470588235297E-7
5351,9.926470588235297E-7
5352,9.926470588235297E-7
5353,9.926470588235297E-7
5354,9.926470588235297E-7
5355,9.926470588235297E-7
5356,9.926470588235297E-7
5357,9.926470588235297E-7
5358,9.926470588235297E-7
5359,9.926470588235297E-7
5360,9.926470588235297E-7
5361,9.926470588235297E-7
5362,9.926470588235297E-7
5363,9.926470588235297E-7
5364,9.926470588235297E-7
5365,9.926470588235297E-7
5366,9.926470588235297E-7
5367,9.926470588235297E-7
5368,9.926470588235297E-7
5369,9.926470588235297E-7
5370,9.926470588235297E-7
5371,9.926470588235297E-7
5372,9.926470588235297E-7
5373,9.926470588235297E-7
5374,9.926470588235297E-7
5375,9.926470588235297E-7
5376,9.926470588235297E-7
5377,9.926470588235297E-7
5378,9.926470588235297E-7
5379,9.926470588235297E-7
5380,9.926470588235297E-7
5381,9.926470588235297E-7
5382,9.926470588235297E-7
5383,9.926470588235297E-7
5384,9.926470588235297E-7
5385,9.926470588235297E-7
5386,9.926470588235297E-7
5387,9.926470588235297E-7
5388,9.926470588235297E-7
5389,9.926470588235297E-7
5390,9.926470588235297E-7
5391,9.926470588235297E-7
5392,9.926470588235297E-7
5393,9.926470588235297E-7
5394,9.926470588235297E-7
5395,9.926470588235297E-7
5396,9.926470588235297E-7
5397,9.926470588235297E-7
5398,9.926470588235297E-7
5399,9.926470588235297E-7
5400,9.926470588235297E-7
5401,9.926470588235297E-7
5402,9.926470588235297E-7
5403,9.926470588235297E-7
5404,9.926470588235297E-7
5405,9.926470588235297E-7
5406,9.926470588235297E-7
5407,9.926470588235297E-7
5408,9.926470588235297E-7
5409,9.926470588235297E-7
5410,9.926470588235297E-7
5411,9.926470588235297E-7
5412,9.926470588235297E-7
5413,9.926470588235297E-7
5414,9.926470588235297E-7
5415,9.926470588235297E-7
5416,9.926470588235297E-7
5417,9.926470588235297E-7
5418,9.926470588235297E-7
5419,9.926470588235297E-7
5420,9.926470588235297E-7
5421,9.926470588235297E-7
5422,9.926470588235297E-7
5423,9.926470588235297E-7
5424,9.926470588235297E-7
5425,9.926470588235297E-7
5426,9.926470588235297E-7
5427,9.926470588235297E-7
5428,9.926470588235297E-7
5429,9.926470588235297E-7
5430,9.926470588235297E-7
5431,9.926470588235297E-7
5432,9.926470588235297E-7
5433,9.926470588235297E-7
5434,9.926470588235297E-7
5435,9.926470588235297E-7
5436,9.926470588235297E-7
5437,9.926470588235297E-7
5438,9.926470588235297E-7
5439,9.926470588235297E-7
5440,9.926470588235297E-7
5441,9.926470588235297E-7
5442,9.926470588235297E-7
5443,9.926470588235297E-7
5444,9.926470588235297E-7
5445,9.926470588235297E-7
5446,9.926470588235297E-7
5447,9.926470588235297E-7
5448,9.926470588235297E-7
5449,9.926470588235297E-7
5450,9.926470588235297E-7
5451,9.926470588235297E-7
5452,9.926470588235297E-7
5453,9.926470588235297E-7
5454,9.926470588235297E-7
5455,9.926470588235297E-7
5456,9.926470588235297E-7
5457,9.926470588235297E-7
5458,9.926470588235297E-7
5459,9.926470588235297E-7
5460,9.926470588235297E-7
5461,9.926470588235297E-7
5462,9.926470588235297E-7
5463,9.926470588235297E-7
5464,9.926470588235297E-7
5465,9.926470588235297E-7
5466,9.926470588235297E-7
5467,9.926470588235297E-7
5468,9.926470588235297E-7
5469,9.926470588235297E-7
5470,9.926470588235297E-7
5471,9.926470588235297E-7
5472,9.926470588235297E-7
5473,9.926470588235297E-7
5474,9.926470588235297E-7
5475,9.926470588235297E-7
5476,9.926470588235297E-7
5477,9.926470588235297E-7
5478,9.926470588235297E-7
5479,9.926470588235297E-7
5480,9.926470588235297E-7
5481,9.926470588235297E-7
5482,9.926470588235297E-7
5483,9.926470588235297E-7
5484,9.926470588235297E-7
5485,9.926470588235297E-7
5486,9.926470588235297E-7
5487,9.926470588235297E-7
5488,9.926470588235297E-7
5489,9.926470588235297E-7
5490,9.926470588235297E-7
5491,9.926470588235297E-7
5492,9.926470588235297E-7
5493,9.926470588235297E-7
5494,9.926470588235297E-7
5495,9.926470588235297E-7
5496,9.926470588235297E-7
5497,9.926470588235297E-7
5498,9.926470588235297E-7
5499,9.926470588235297E-7
5500,9.926470588235297E-7
5501,9.926470588235297E-7
5502,9.926470588235297E-7
5503,9.926470588235297E-7
5504,9.926470588235297E-7
5505,9.926470588235297E-7
5506,9.926470588235297E-7
5507,9.926470588235297E-7
5508,9.926470588235297E-7
5509,9.926470588235297E-7
5510,9.926470588235297E-7
5511,9.926470588235297E-7
5512,9.926470588235297E-7
5513,9.926470588235297E-7
5514,9.926470588235297E-7
5515,9.926470588235297E-7
5516,9.926470588235297E-7
5517,9.926470588235297E-7
5518,9.926470588235297E-7
5519,9.926470588235297E-7
5520,9.926470588235297E-7
5521,9.926470588235297E-7
5522,9.926470588235297E-7
5523,9.926470588235297E-7
5524,9.926470588235297E-7
5525,9.926470588235297E-7
5526,9.926470588235297E-7
5527,9.926470588235297E-7
5528,9.926470588235297E-7
5529,9.926470588235297E-7
5530,9.926470588235297E-7
5531,9.926470588235297E-7
5532,9.926470588235297E-7
5533,9.926470588235297E-7
5534,9.926470588235297E-7
5535,9.926470588235297E-7
5536,9.926470588235297E-7
5537,9.926470588235297E-7
5538,9.926470588235297E-7
5539,9.926470588235297E-7
5540,9.926470588235297E-7
5541,9.926470588235297E-7
5542,9.926470588235297E-7
5543,9.926470588235297E-7
5544,9.926470588235297E-7
5545,9.926470588235297E-7
5546,9.926470588235297E-7
5547,9.926470588235297E-7
5548,9.926470588235297E-7
5549,9.926470588235297E-7
5550,9.926470588235297E-7
5551,9.926470588235297E-7
5552,9.926470588235297E-7
5553,9.926470588235297E-7
5554,9.926470588235297E-7
5555,9.926470588235297E-7
5556,9.926470588235297E-7
5557,9.926470588235297E-7
5558,9.926470588235297E-7
5559,9.926470588235297E-7
5560,9.926470588235297E-7
5561,9.926470588235297E-7
5562,9.926470588235297E-7
5563,9.926470588235297E-7
5564,9.926470588235297E-7
5565,9.926470588235297E-7
5566,9.926470588235297E-7
5567,9.926470588235297E-7
5568,9.926470588235297E-7
5569,9.926470588235297E-7
5570,9.926470588235297E-7
5571,9.926470588235297E-7
5572,9.926470588235297E-7
5573,9.926470588235297E-7
5574,9.926470588235297E-7
5575,9.926470588235297E-7
5576,9.926470588235297E-7
5577,9.926470588235297E-7
5578,9.926470588235297E-7
5579,9.926470588235297E-7
5580,9.926470588235297E-7
5581,9.926470588235297E-7
5582,9.926470588235297E-7
5583,9.926470588235297E-7
5584,9.926470588235297E-7
5585,9.926470588235297E-7
5586,9.926470588235297E-7
5587,9.926470588235297E-7
5588,9.926470588235297E-7
5589,9.926470588235297E-7
5590,9.926470588235297E-7
5591,9.926470588235297E-7
5592,9.926470588235297E-7
5593,9.926470588235297E-7
5594,9.926470588235297E-7
5595,9.926470588235297E-7
5596,9.926470588235297E-7
5597,9.926470588235297E-7
5598,9.926470588235297E-7
5599,9.926470588235297E-7
5600,9.926470588235297E-7
5601,9.926470588235297E-7
5602,9.926470588235297E-7
5603,9.926470588235297E-7
5604,9.926470588235297E-7
5605,9.926470588235297E-7
5606,9.926470588235297E-7
5607,9.926470588235297E-7
5608,9.926470588235297E-7
5609,9.926470588235297E-7
5610,9.926470588235297E-7
5611,9.926470588235297E-7
5612,9.926470588235297E-7
5613,9.926470588235297E-7
5614,9.926470588235297E-7
5615,9.926470588235297E-7
5616,9.926470588235297E-7
5617,9.926470588235297E-7
5618,9.926470588235297E-7
5619,9.926470588235297E-7
5620,9.926470588235297E-7
5621,9.926470588235297E-7
5622,9.926470588235297E-7
5623,9.926470588235297E-7
5624,9.926470588235297E-7
5625,9.926470588235297E-7
5626,9.926470588235297E-7
5627,9.926470588235297E-7
5628,9.926470588235297E-7
5629,9.926470588235297E-7
5630,9.926470588235297E-7
5631,9.926470588235297E-7
5632,9.926470588235297E-7
5633,9.926470588235297E-7
5634,9.926470588235297E-7
5635,9.926470588235297E-7
5636,9.926470588235297E-7
5637,9.926470588235297E-7
5638,9.926470588235297E-7
5639,9.926470588235297E-7
5640,9.926470588235297E-7
5641,9.926470588235297E-7
5642,9.926470588235297E-7
5643,9.926470588235297E-7
5644,9.926470588235297E-7
5645,9.926470588235297E-7
5646,9.926470588235297E-7
5647,9.926470588235297E-7
5648,9.926470588235297E-7
5649,9.926470588235297E-7
5650,9.926470588235297E-7
5651,9.926470588235297E-7
5652,9.926470588235297E-7
5653,9.926470588235297E-7
5654,9.926470588235297E-7
5655,9.926470588235297E-7
5656,9.926470588235297E-7
5657,9.926470588235297E-7
5658,9.926470588235297E-7
5659,9.926470588235297E-7
5660,9.926470588235297E-7
5661,9.926470588235297E-7
5662,9.926470588235297E-7
5663,9.926470588235297E-7
5664,9.926470588235297E-7
5665,9.926470588235297E-7
5666,9.926470588235297E-7
5667,9.926470588235297E-7
5668,9.926470588235297E-7
5669,9.926470588235297E-7
5670,9.926470588235297E-7
5671,9.926470588235297E-7
5672,9.926470588235297E-7
5673,9.926470588235297E-7
5674,9.926470588235297E-7
5675,9.926470588235297E-7
5676,9.926470588235297E-7
5677,9.926470588235297E-7
5678,9.926470588235297E-7
5679,9.926470588235297E-7
5680,9.926470588235297E-7
5681,9.926470588235297E-7
5682,9.926470588235297E-7
5683,9.926470588235297E-7
5684,9.926470588235297E-7
5685,9.926470588235297E-7
5686,9.926470588235297E-7
5687,9.926470588235297E-7
5688,9.926470588235297E-7
5689,9.926470588235297E-7
5690,9.926470588235297E-7
5691,9.926470588235297E-7
5692,9.926470588235297E-7
5693,9.926470588235297E-7
5694,9.926470588235297E-7
5695,9.926470588235297E-7
5696,9.926470588235297E-7
5697,9.926470588235297E-7
5698,9.926470588235297E-7
5699,9.926470588235297E-7
5700,9.926470588235297E-7
5701,9.926470588235297E-7
5702,9.926470588235297E-7
5703,9.926470588235297E-7
5704,9.926470588235297E-7
5705,9.926470588235297E-7
5706,9.926470588235297E-7
5707,9.926470588235297E-7
5708,9.926470588235297E-7
5709,9.926470588235297E-7
5710,9.926470588235297E-7
5711,9.926470588235297E-7
5712,9.926470588235297E-7
5713,9.926470588235297E-7
5714,9.926470588235297E-7
5715,9.926470588235297E-7
5716,9.926470588235297E-7
5717,9.926470588235297E-7
5718,9.926470588235297E-7
5719,9.926470588235297E-7
5720,9.926470588235297E-7
5721,9.926470588235297E-7
5722,9.926470588235297E-7
5723,9.926470588235297E-7
5724,9.926470588235297E-7
5725,9.926470588235297E-7
