% Model,HUR_model_weather_Jyvaskyla.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 14 2019, 18:31"
% Table,Table 4 - Line Average 3 (ht.alphaTdxx)
% Time (h),"Thermal diffusivity, xx component (m^2/s)"
2085,9.926470588235297E-7
2086,9.926470588235297E-7
2087,9.926470588235297E-7
2088,9.926470588235297E-7
2089,9.926470588235297E-7
2090,9.926470588235297E-7
2091,9.926470588235297E-7
2092,9.926470588235297E-7
2093,9.926470588235297E-7
2094,9.926470588235297E-7
2095,9.926470588235297E-7
2096,9.926470588235297E-7
2097,9.926470588235297E-7
2098,9.926470588235297E-7
2099,9.926470588235297E-7
2100,9.926470588235297E-7
2101,9.926470588235297E-7
2102,9.926470588235297E-7
2103,9.926470588235297E-7
2104,9.926470588235297E-7
2105,9.926470588235297E-7
2106,9.926470588235297E-7
2107,9.926470588235297E-7
2108,9.926470588235297E-7
2109,9.926470588235297E-7
2110,9.926470588235297E-7
2111,9.926470588235297E-7
2112,9.926470588235297E-7
2113,9.926470588235297E-7
2114,9.926470588235297E-7
2115,9.926470588235297E-7
2116,9.926470588235297E-7
2117,9.926470588235297E-7
2118,9.926470588235297E-7
2119,9.926470588235297E-7
2120,9.926470588235297E-7
2121,9.926470588235297E-7
2122,9.926470588235297E-7
2123,9.926470588235297E-7
2124,9.926470588235297E-7
2125,9.926470588235297E-7
2126,9.926470588235297E-7
2127,9.926470588235297E-7
2128,9.926470588235297E-7
2129,9.926470588235297E-7
2130,9.926470588235297E-7
2131,9.926470588235297E-7
2132,9.926470588235297E-7
2133,9.926470588235297E-7
2134,9.926470588235297E-7
2135,9.926470588235297E-7
2136,9.926470588235297E-7
2137,9.926470588235297E-7
2138,9.926470588235297E-7
2139,9.926470588235297E-7
2140,9.926470588235297E-7
2141,9.926470588235297E-7
2142,9.926470588235297E-7
2143,9.926470588235297E-7
2144,9.926470588235297E-7
2145,9.926470588235297E-7
2146,9.926470588235297E-7
2147,9.926470588235297E-7
2148,9.926470588235297E-7
2149,9.926470588235297E-7
2150,9.926470588235297E-7
2151,9.926470588235297E-7
2152,9.926470588235297E-7
2153,9.926470588235297E-7
2154,9.926470588235297E-7
2155,9.926470588235297E-7
2156,9.926470588235297E-7
2157,9.926470588235297E-7
2158,9.926470588235297E-7
2159,9.926470588235297E-7
2160,9.926470588235297E-7
2161,9.926470588235297E-7
2162,9.926470588235297E-7
2163,9.926470588235297E-7
2164,9.926470588235297E-7
2165,9.926470588235297E-7
2166,9.926470588235297E-7
2167,9.926470588235297E-7
2168,9.926470588235297E-7
2169,9.926470588235297E-7
2170,9.926470588235297E-7
2171,9.926470588235297E-7
2172,9.926470588235297E-7
2173,9.926470588235297E-7
2174,9.926470588235297E-7
2175,9.926470588235297E-7
2176,9.926470588235297E-7
2177,9.926470588235297E-7
2178,9.926470588235297E-7
2179,9.926470588235297E-7
2180,9.926470588235297E-7
2181,9.926470588235297E-7
2182,9.926470588235297E-7
2183,9.926470588235297E-7
2184,9.926470588235297E-7
2185,9.926470588235297E-7
2186,9.926470588235297E-7
2187,9.926470588235297E-7
2188,9.926470588235297E-7
2189,9.926470588235297E-7
2190,9.926470588235297E-7
2191,9.926470588235297E-7
2192,9.926470588235297E-7
2193,9.926470588235297E-7
2194,9.926470588235297E-7
2195,9.926470588235297E-7
2196,9.926470588235297E-7
2197,9.926470588235297E-7
2198,9.926470588235297E-7
2199,9.926470588235297E-7
2200,9.926470588235297E-7
2201,9.926470588235297E-7
2202,9.926470588235297E-7
2203,9.926470588235297E-7
2204,9.926470588235297E-7
2205,9.926470588235297E-7
2206,9.926470588235297E-7
2207,9.926470588235297E-7
2208,9.926470588235297E-7
2209,9.926470588235297E-7
2210,9.926470588235297E-7
2211,9.926470588235297E-7
2212,9.926470588235297E-7
2213,9.926470588235297E-7
2214,9.926470588235297E-7
2215,9.926470588235297E-7
2216,9.926470588235297E-7
2217,9.926470588235297E-7
2218,9.926470588235297E-7
2219,9.926470588235297E-7
2220,9.926470588235297E-7
2221,9.926470588235297E-7
2222,9.926470588235297E-7
2223,9.926470588235297E-7
2224,9.926470588235297E-7
2225,9.926470588235297E-7
2226,9.926470588235297E-7
2227,9.926470588235297E-7
2228,9.926470588235297E-7
2229,9.926470588235297E-7
2230,9.926470588235297E-7
2231,9.926470588235297E-7
2232,9.926470588235297E-7
2233,9.926470588235297E-7
2234,9.926470588235297E-7
2235,9.926470588235297E-7
2236,9.926470588235297E-7
2237,9.926470588235297E-7
2238,9.926470588235297E-7
2239,9.926470588235297E-7
2240,9.926470588235297E-7
2241,9.926470588235297E-7
2242,9.926470588235297E-7
2243,9.926470588235297E-7
2244,9.926470588235297E-7
2245,9.926470588235297E-7
2246,9.926470588235297E-7
2247,9.926470588235297E-7
2248,9.926470588235297E-7
2249,9.926470588235297E-7
2250,9.926470588235297E-7
2251,9.926470588235297E-7
2252,9.926470588235297E-7
2253,9.926470588235297E-7
2254,9.926470588235297E-7
2255,9.926470588235297E-7
2256,9.926470588235297E-7
2257,9.926470588235297E-7
2258,9.926470588235297E-7
2259,9.926470588235297E-7
2260,9.926470588235297E-7
2261,9.926470588235297E-7
2262,9.926470588235297E-7
2263,9.926470588235297E-7
2264,9.926470588235297E-7
2265,9.926470588235297E-7
2266,9.926470588235297E-7
2267,9.926470588235297E-7
2268,9.926470588235297E-7
2269,9.926470588235297E-7
2270,9.926470588235297E-7
2271,9.926470588235297E-7
2272,9.926470588235297E-7
2273,9.926470588235297E-7
2274,9.926470588235297E-7
2275,9.926470588235297E-7
2276,9.926470588235297E-7
2277,9.926470588235297E-7
2278,9.926470588235297E-7
2279,9.926470588235297E-7
2280,9.926470588235297E-7
2281,9.926470588235297E-7
2282,9.926470588235297E-7
2283,9.926470588235297E-7
2284,9.926470588235297E-7
2285,9.926470588235297E-7
2286,9.926470588235297E-7
2287,9.926470588235297E-7
2288,9.926470588235297E-7
2289,9.926470588235297E-7
2290,9.926470588235297E-7
2291,9.926470588235297E-7
2292,9.926470588235297E-7
2293,9.926470588235297E-7
2294,9.926470588235297E-7
2295,9.926470588235297E-7
2296,9.926470588235297E-7
2297,9.926470588235297E-7
2298,9.926470588235297E-7
2299,9.926470588235297E-7
2300,9.926470588235297E-7
2301,9.926470588235297E-7
2302,9.926470588235297E-7
2303,9.926470588235297E-7
2304,9.926470588235297E-7
2305,9.926470588235297E-7
2306,9.926470588235297E-7
2307,9.926470588235297E-7
2308,9.926470588235297E-7
2309,9.926470588235297E-7
2310,9.926470588235297E-7
2311,9.926470588235297E-7
2312,9.926470588235297E-7
2313,9.926470588235297E-7
2314,9.926470588235297E-7
2315,9.926470588235297E-7
2316,9.926470588235297E-7
2317,9.926470588235297E-7
2318,9.926470588235297E-7
2319,9.926470588235297E-7
2320,9.926470588235297E-7
2321,9.926470588235297E-7
2322,9.926470588235297E-7
2323,9.926470588235297E-7
2324,9.926470588235297E-7
2325,9.926470588235297E-7
2326,9.926470588235297E-7
2327,9.926470588235297E-7
2328,9.926470588235297E-7
2329,9.926470588235297E-7
2330,9.926470588235297E-7
2331,9.926470588235297E-7
2332,9.926470588235297E-7
2333,9.926470588235297E-7
2334,9.926470588235297E-7
2335,9.926470588235297E-7
2336,9.926470588235297E-7
2337,9.926470588235297E-7
2338,9.926470588235297E-7
2339,9.926470588235297E-7
2340,9.926470588235297E-7
2341,9.926470588235297E-7
2342,9.926470588235297E-7
2343,9.926470588235297E-7
2344,9.926470588235297E-7
2345,9.926470588235297E-7
2346,9.926470588235297E-7
2347,9.926470588235297E-7
2348,9.926470588235297E-7
2349,9.926470588235297E-7
2350,9.926470588235297E-7
2351,9.926470588235297E-7
2352,9.926470588235297E-7
2353,9.926470588235297E-7
2354,9.926470588235297E-7
2355,9.926470588235297E-7
2356,9.926470588235297E-7
2357,9.926470588235297E-7
2358,9.926470588235297E-7
2359,9.926470588235297E-7
2360,9.926470588235297E-7
2361,9.926470588235297E-7
2362,9.926470588235297E-7
2363,9.926470588235297E-7
2364,9.926470588235297E-7
2365,9.926470588235297E-7
2366,9.926470588235297E-7
2367,9.926470588235297E-7
2368,9.926470588235297E-7
2369,9.926470588235297E-7
2370,9.926470588235297E-7
2371,9.926470588235297E-7
2372,9.926470588235297E-7
2373,9.926470588235297E-7
2374,9.926470588235297E-7
2375,9.926470588235297E-7
2376,9.926470588235297E-7
2377,9.926470588235297E-7
2378,9.926470588235297E-7
2379,9.926470588235297E-7
2380,9.926470588235297E-7
2381,9.926470588235297E-7
2382,9.926470588235297E-7
2383,9.926470588235297E-7
2384,9.926470588235297E-7
2385,9.926470588235297E-7
2386,9.926470588235297E-7
2387,9.926470588235297E-7
2388,9.926470588235297E-7
2389,9.926470588235297E-7
2390,9.926470588235297E-7
2391,9.926470588235297E-7
2392,9.926470588235297E-7
2393,9.926470588235297E-7
2394,9.926470588235297E-7
2395,9.926470588235297E-7
2396,9.926470588235297E-7
2397,9.926470588235297E-7
2398,9.926470588235297E-7
2399,9.926470588235297E-7
2400,9.926470588235297E-7
2401,9.926470588235297E-7
2402,9.926470588235297E-7
2403,9.926470588235297E-7
2404,9.926470588235297E-7
2405,9.926470588235297E-7
2406,9.926470588235297E-7
2407,9.926470588235297E-7
2408,9.926470588235297E-7
2409,9.926470588235297E-7
2410,9.926470588235297E-7
2411,9.926470588235297E-7
2412,9.926470588235297E-7
2413,9.926470588235297E-7
2414,9.926470588235297E-7
2415,9.926470588235297E-7
2416,9.926470588235297E-7
2417,9.926470588235297E-7
2418,9.926470588235297E-7
2419,9.926470588235297E-7
2420,9.926470588235297E-7
2421,9.926470588235297E-7
2422,9.926470588235297E-7
2423,9.926470588235297E-7
2424,9.926470588235297E-7
2425,9.926470588235297E-7
2426,9.926470588235297E-7
2427,9.926470588235297E-7
2428,9.926470588235297E-7
2429,9.926470588235297E-7
2430,9.926470588235297E-7
2431,9.926470588235297E-7
2432,9.926470588235297E-7
2433,9.926470588235297E-7
2434,9.926470588235297E-7
2435,9.926470588235297E-7
2436,9.926470588235297E-7
2437,9.926470588235297E-7
2438,9.926470588235297E-7
2439,9.926470588235297E-7
2440,9.926470588235297E-7
2441,9.926470588235297E-7
2442,9.926470588235297E-7
2443,9.926470588235297E-7
2444,9.926470588235297E-7
2445,9.926470588235297E-7
2446,9.926470588235297E-7
2447,9.926470588235297E-7
2448,9.926470588235297E-7
2449,9.926470588235297E-7
2450,9.926470588235297E-7
2451,9.926470588235297E-7
2452,9.926470588235297E-7
2453,9.926470588235297E-7
2454,9.926470588235297E-7
2455,9.926470588235297E-7
2456,9.926470588235297E-7
2457,9.926470588235297E-7
2458,9.926470588235297E-7
2459,9.926470588235297E-7
2460,9.926470588235297E-7
2461,9.926470588235297E-7
2462,9.926470588235297E-7
2463,9.926470588235297E-7
2464,9.926470588235297E-7
2465,9.926470588235297E-7
2466,9.926470588235297E-7
2467,9.926470588235297E-7
2468,9.926470588235297E-7
2469,9.926470588235297E-7
2470,9.926470588235297E-7
2471,9.926470588235297E-7
2472,9.926470588235297E-7
2473,9.926470588235297E-7
2474,9.926470588235297E-7
2475,9.926470588235297E-7
2476,9.926470588235297E-7
2477,9.926470588235297E-7
2478,9.926470588235297E-7
2479,9.926470588235297E-7
2480,9.926470588235297E-7
2481,9.926470588235297E-7
2482,9.926470588235297E-7
2483,9.926470588235297E-7
2484,9.926470588235297E-7
2485,9.926470588235297E-7
2486,9.926470588235297E-7
2487,9.926470588235297E-7
2488,9.926470588235297E-7
2489,9.926470588235297E-7
2490,9.926470588235297E-7
2491,9.926470588235297E-7
2492,9.926470588235297E-7
2493,9.926470588235297E-7
2494,9.926470588235297E-7
2495,9.926470588235297E-7
2496,9.926470588235297E-7
2497,9.926470588235297E-7
2498,9.926470588235297E-7
2499,9.926470588235297E-7
2500,9.926470588235297E-7
2501,9.926470588235297E-7
2502,9.926470588235297E-7
2503,9.926470588235297E-7
2504,9.926470588235297E-7
2505,9.926470588235297E-7
2506,9.926470588235297E-7
2507,9.926470588235297E-7
2508,9.926470588235297E-7
2509,9.926470588235297E-7
2510,9.926470588235297E-7
2511,9.926470588235297E-7
2512,9.926470588235297E-7
2513,9.926470588235297E-7
2514,9.926470588235297E-7
2515,9.926470588235297E-7
2516,9.926470588235297E-7
2517,9.926470588235297E-7
2518,9.926470588235297E-7
2519,9.926470588235297E-7
2520,9.926470588235297E-7
2521,9.926470588235297E-7
2522,9.926470588235297E-7
2523,9.926470588235297E-7
2524,9.926470588235297E-7
2525,9.926470588235297E-7
2526,9.926470588235297E-7
2527,9.926470588235297E-7
2528,9.926470588235297E-7
2529,9.926470588235297E-7
2530,9.926470588235297E-7
2531,9.926470588235297E-7
2532,9.926470588235297E-7
2533,9.926470588235297E-7
2534,9.926470588235297E-7
2535,9.926470588235297E-7
2536,9.926470588235297E-7
2537,9.926470588235297E-7
2538,9.926470588235297E-7
2539,9.926470588235297E-7
2540,9.926470588235297E-7
2541,9.926470588235297E-7
2542,9.926470588235297E-7
2543,9.926470588235297E-7
2544,9.926470588235297E-7
2545,9.926470588235297E-7
2546,9.926470588235297E-7
2547,9.926470588235297E-7
2548,9.926470588235297E-7
2549,9.926470588235297E-7
2550,9.926470588235297E-7
2551,9.926470588235297E-7
2552,9.926470588235297E-7
2553,9.926470588235297E-7
2554,9.926470588235297E-7
2555,9.926470588235297E-7
2556,9.926470588235297E-7
2557,9.926470588235297E-7
2558,9.926470588235297E-7
2559,9.926470588235297E-7
2560,9.926470588235297E-7
2561,9.926470588235297E-7
2562,9.926470588235297E-7
2563,9.926470588235297E-7
2564,9.926470588235297E-7
2565,9.926470588235297E-7
2566,9.926470588235297E-7
2567,9.926470588235297E-7
2568,9.926470588235297E-7
2569,9.926470588235297E-7
2570,9.926470588235297E-7
2571,9.926470588235297E-7
2572,9.926470588235297E-7
2573,9.926470588235297E-7
2574,9.926470588235297E-7
2575,9.926470588235297E-7
2576,9.926470588235297E-7
2577,9.926470588235297E-7
2578,9.926470588235297E-7
2579,9.926470588235297E-7
2580,9.926470588235297E-7
2581,9.926470588235297E-7
2582,9.926470588235297E-7
2583,9.926470588235297E-7
2584,9.926470588235297E-7
2585,9.926470588235297E-7
2586,9.926470588235297E-7
2587,9.926470588235297E-7
2588,9.926470588235297E-7
2589,9.926470588235297E-7
2590,9.926470588235297E-7
2591,9.926470588235297E-7
2592,9.926470588235297E-7
2593,9.926470588235297E-7
2594,9.926470588235297E-7
2595,9.926470588235297E-7
2596,9.926470588235297E-7
2597,9.926470588235297E-7
2598,9.926470588235297E-7
2599,9.926470588235297E-7
2600,9.926470588235297E-7
2601,9.926470588235297E-7
2602,9.926470588235297E-7
2603,9.926470588235297E-7
2604,9.926470588235297E-7
2605,9.926470588235297E-7
2606,9.926470588235297E-7
2607,9.926470588235297E-7
2608,9.926470588235297E-7
2609,9.926470588235297E-7
2610,9.926470588235297E-7
2611,9.926470588235297E-7
2612,9.926470588235297E-7
2613,9.926470588235297E-7
2614,9.926470588235297E-7
2615,9.926470588235297E-7
2616,9.926470588235297E-7
2617,9.926470588235297E-7
2618,9.926470588235297E-7
2619,9.926470588235297E-7
2620,9.926470588235297E-7
2621,9.926470588235297E-7
2622,9.926470588235297E-7
2623,9.926470588235297E-7
2624,9.926470588235297E-7
2625,9.926470588235297E-7
2626,9.926470588235297E-7
2627,9.926470588235297E-7
2628,9.926470588235297E-7
2629,9.926470588235297E-7
2630,9.926470588235297E-7
2631,9.926470588235297E-7
2632,9.926470588235297E-7
2633,9.926470588235297E-7
2634,9.926470588235297E-7
2635,9.926470588235297E-7
2636,9.926470588235297E-7
2637,9.926470588235297E-7
2638,9.926470588235297E-7
2639,9.926470588235297E-7
2640,9.926470588235297E-7
2641,9.926470588235297E-7
2642,9.926470588235297E-7
2643,9.926470588235297E-7
2644,9.926470588235297E-7
2645,9.926470588235297E-7
2646,9.926470588235297E-7
2647,9.926470588235297E-7
2648,9.926470588235297E-7
2649,9.926470588235297E-7
2650,9.926470588235297E-7
2651,9.926470588235297E-7
2652,9.926470588235297E-7
2653,9.926470588235297E-7
2654,9.926470588235297E-7
2655,9.926470588235297E-7
2656,9.926470588235297E-7
2657,9.926470588235297E-7
2658,9.926470588235297E-7
2659,9.926470588235297E-7
2660,9.926470588235297E-7
2661,9.926470588235297E-7
2662,9.926470588235297E-7
2663,9.926470588235297E-7
2664,9.926470588235297E-7
2665,9.926470588235297E-7
2666,9.926470588235297E-7
2667,9.926470588235297E-7
2668,9.926470588235297E-7
2669,9.926470588235297E-7
2670,9.926470588235297E-7
2671,9.926470588235297E-7
2672,9.926470588235297E-7
2673,9.926470588235297E-7
2674,9.926470588235297E-7
2675,9.926470588235297E-7
2676,9.926470588235297E-7
2677,9.926470588235297E-7
2678,9.926470588235297E-7
2679,9.926470588235297E-7
2680,9.926470588235297E-7
2681,9.926470588235297E-7
2682,9.926470588235297E-7
2683,9.926470588235297E-7
2684,9.926470588235297E-7
2685,9.926470588235297E-7
2686,9.926470588235297E-7
2687,9.926470588235297E-7
2688,9.926470588235297E-7
2689,9.926470588235297E-7
2690,9.926470588235297E-7
2691,9.926470588235297E-7
2692,9.926470588235297E-7
2693,9.926470588235297E-7
2694,9.926470588235297E-7
2695,9.926470588235297E-7
2696,9.926470588235297E-7
2697,9.926470588235297E-7
2698,9.926470588235297E-7
2699,9.926470588235297E-7
2700,9.926470588235297E-7
2701,9.926470588235297E-7
2702,9.926470588235297E-7
2703,9.926470588235297E-7
2704,9.926470588235297E-7
2705,9.926470588235297E-7
2706,9.926470588235297E-7
2707,9.926470588235297E-7
2708,9.926470588235297E-7
2709,9.926470588235297E-7
2710,9.926470588235297E-7
2711,9.926470588235297E-7
2712,9.926470588235297E-7
2713,9.926470588235297E-7
2714,9.926470588235297E-7
2715,9.926470588235297E-7
2716,9.926470588235297E-7
2717,9.926470588235297E-7
2718,9.926470588235297E-7
2719,9.926470588235297E-7
2720,9.926470588235297E-7
2721,9.926470588235297E-7
2722,9.926470588235297E-7
2723,9.926470588235297E-7
2724,9.926470588235297E-7
2725,9.926470588235297E-7
2726,9.926470588235297E-7
2727,9.926470588235297E-7
2728,9.926470588235297E-7
2729,9.926470588235297E-7
2730,9.926470588235297E-7
2731,9.926470588235297E-7
2732,9.926470588235297E-7
2733,9.926470588235297E-7
2734,9.926470588235297E-7
2735,9.926470588235297E-7
2736,9.926470588235297E-7
2737,9.926470588235297E-7
2738,9.926470588235297E-7
2739,9.926470588235297E-7
2740,9.926470588235297E-7
2741,9.926470588235297E-7
2742,9.926470588235297E-7
2743,9.926470588235297E-7
2744,9.926470588235297E-7
2745,9.926470588235297E-7
2746,9.926470588235297E-7
2747,9.926470588235297E-7
2748,9.926470588235297E-7
2749,9.926470588235297E-7
2750,9.926470588235297E-7
2751,9.926470588235297E-7
2752,9.926470588235297E-7
2753,9.926470588235297E-7
2754,9.926470588235297E-7
2755,9.926470588235297E-7
2756,9.926470588235297E-7
2757,9.926470588235297E-7
2758,9.926470588235297E-7
2759,9.926470588235297E-7
2760,9.926470588235297E-7
2761,9.926470588235297E-7
2762,9.926470588235297E-7
2763,9.926470588235297E-7
2764,9.926470588235297E-7
2765,9.926470588235297E-7
2766,9.926470588235297E-7
2767,9.926470588235297E-7
2768,9.926470588235297E-7
2769,9.926470588235297E-7
2770,9.926470588235297E-7
2771,9.926470588235297E-7
2772,9.926470588235297E-7
2773,9.926470588235297E-7
2774,9.926470588235297E-7
2775,9.926470588235297E-7
2776,9.926470588235297E-7
2777,9.926470588235297E-7
2778,9.926470588235297E-7
2779,9.926470588235297E-7
2780,9.926470588235297E-7
2781,9.926470588235297E-7
2782,9.926470588235297E-7
2783,9.926470588235297E-7
2784,9.926470588235297E-7
2785,9.926470588235297E-7
2786,9.926470588235297E-7
2787,9.926470588235297E-7
2788,9.926470588235297E-7
2789,9.926470588235297E-7
2790,9.926470588235297E-7
2791,9.926470588235297E-7
2792,9.926470588235297E-7
2793,9.926470588235297E-7
2794,9.926470588235297E-7
2795,9.926470588235297E-7
2796,9.926470588235297E-7
2797,9.926470588235297E-7
2798,9.926470588235297E-7
2799,9.926470588235297E-7
2800,9.926470588235297E-7
2801,9.926470588235297E-7
2802,9.926470588235297E-7
2803,9.926470588235297E-7
2804,9.926470588235297E-7
2805,9.926470588235297E-7
2806,9.926470588235297E-7
2807,9.926470588235297E-7
2808,9.926470588235297E-7
2809,9.926470588235297E-7
2810,9.926470588235297E-7
2811,9.926470588235297E-7
2812,9.926470588235297E-7
2813,9.926470588235297E-7
2814,9.926470588235297E-7
2815,9.926470588235297E-7
2816,9.926470588235297E-7
2817,9.926470588235297E-7
2818,9.926470588235297E-7
2819,9.926470588235297E-7
2820,9.926470588235297E-7
2821,9.926470588235297E-7
2822,9.926470588235297E-7
2823,9.926470588235297E-7
2824,9.926470588235297E-7
2825,9.926470588235297E-7
2826,9.926470588235297E-7
2827,9.926470588235297E-7
2828,9.926470588235297E-7
2829,9.926470588235297E-7
2830,9.926470588235297E-7
2831,9.926470588235297E-7
2832,9.926470588235297E-7
2833,9.926470588235297E-7
2834,9.926470588235297E-7
2835,9.926470588235297E-7
2836,9.926470588235297E-7
2837,9.926470588235297E-7
2838,9.926470588235297E-7
2839,9.926470588235297E-7
2840,9.926470588235297E-7
2841,9.926470588235297E-7
2842,9.926470588235297E-7
2843,9.926470588235297E-7
2844,9.926470588235297E-7
2845,9.926470588235297E-7
2846,9.926470588235297E-7
2847,9.926470588235297E-7
2848,9.926470588235297E-7
2849,9.926470588235297E-7
2850,9.926470588235297E-7
2851,9.926470588235297E-7
2852,9.926470588235297E-7
2853,9.926470588235297E-7
2854,9.926470588235297E-7
2855,9.926470588235297E-7
2856,9.926470588235297E-7
2857,9.926470588235297E-7
2858,9.926470588235297E-7
2859,9.926470588235297E-7
2860,9.926470588235297E-7
2861,9.926470588235297E-7
2862,9.926470588235297E-7
2863,9.926470588235297E-7
2864,9.926470588235297E-7
2865,9.926470588235297E-7
2866,9.926470588235297E-7
2867,9.926470588235297E-7
2868,9.926470588235297E-7
2869,9.926470588235297E-7
2870,9.926470588235297E-7
2871,9.926470588235297E-7
2872,9.926470588235297E-7
2873,9.926470588235297E-7
2874,9.926470588235297E-7
2875,9.926470588235297E-7
2876,9.926470588235297E-7
2877,9.926470588235297E-7
2878,9.926470588235297E-7
2879,9.926470588235297E-7
2880,9.926470588235297E-7
2881,9.926470588235297E-7
2882,9.926470588235297E-7
2883,9.926470588235297E-7
2884,9.926470588235297E-7
2885,9.926470588235297E-7
2886,9.926470588235297E-7
2887,9.926470588235297E-7
2888,9.926470588235297E-7
2889,9.926470588235297E-7
2890,9.926470588235297E-7
2891,9.926470588235297E-7
2892,9.926470588235297E-7
2893,9.926470588235297E-7
2894,9.926470588235297E-7
2895,9.926470588235297E-7
2896,9.926470588235297E-7
2897,9.926470588235297E-7
2898,9.926470588235297E-7
2899,9.926470588235297E-7
2900,9.926470588235297E-7
2901,9.926470588235297E-7
2902,9.926470588235297E-7
2903,9.926470588235297E-7
2904,9.926470588235297E-7
2905,9.926470588235297E-7
2906,9.926470588235297E-7
2907,9.926470588235297E-7
2908,9.926470588235297E-7
2909,9.926470588235297E-7
2910,9.926470588235297E-7
2911,9.926470588235297E-7
2912,9.926470588235297E-7
2913,9.926470588235297E-7
2914,9.926470588235297E-7
2915,9.926470588235297E-7
2916,9.926470588235297E-7
2917,9.926470588235297E-7
2918,9.926470588235297E-7
2919,9.926470588235297E-7
2920,9.926470588235297E-7
2921,9.926470588235297E-7
2922,9.926470588235297E-7
2923,9.926470588235297E-7
2924,9.926470588235297E-7
2925,9.926470588235297E-7
2926,9.926470588235297E-7
2927,9.926470588235297E-7
2928,9.926470588235297E-7
2929,9.926470588235297E-7
2930,9.926470588235297E-7
2931,9.926470588235297E-7
2932,9.926470588235297E-7
2933,9.926470588235297E-7
2934,9.926470588235297E-7
2935,9.926470588235297E-7
2936,9.926470588235297E-7
2937,9.926470588235297E-7
2938,9.926470588235297E-7
2939,9.926470588235297E-7
2940,9.926470588235297E-7
2941,9.926470588235297E-7
2942,9.926470588235297E-7
2943,9.926470588235297E-7
2944,9.926470588235297E-7
2945,9.926470588235297E-7
2946,9.926470588235297E-7
2947,9.926470588235297E-7
2948,9.926470588235297E-7
2949,9.926470588235297E-7
2950,9.926470588235297E-7
2951,9.926470588235297E-7
2952,9.926470588235297E-7
2953,9.926470588235297E-7
2954,9.926470588235297E-7
2955,9.926470588235297E-7
2956,9.926470588235297E-7
2957,9.926470588235297E-7
2958,9.926470588235297E-7
2959,9.926470588235297E-7
2960,9.926470588235297E-7
2961,9.926470588235297E-7
2962,9.926470588235297E-7
2963,9.926470588235297E-7
2964,9.926470588235297E-7
2965,9.926470588235297E-7
2966,9.926470588235297E-7
2967,9.926470588235297E-7
2968,9.926470588235297E-7
2969,9.926470588235297E-7
2970,9.926470588235297E-7
2971,9.926470588235297E-7
2972,9.926470588235297E-7
2973,9.926470588235297E-7
2974,9.926470588235297E-7
2975,9.926470588235297E-7
2976,9.926470588235297E-7
2977,9.926470588235297E-7
2978,9.926470588235297E-7
2979,9.926470588235297E-7
2980,9.926470588235297E-7
2981,9.926470588235297E-7
2982,9.926470588235297E-7
2983,9.926470588235297E-7
2984,9.926470588235297E-7
2985,9.926470588235297E-7
2986,9.926470588235297E-7
2987,9.926470588235297E-7
2988,9.926470588235297E-7
2989,9.926470588235297E-7
2990,9.926470588235297E-7
2991,9.926470588235297E-7
2992,9.926470588235297E-7
2993,9.926470588235297E-7
2994,9.926470588235297E-7
2995,9.926470588235297E-7
2996,9.926470588235297E-7
2997,9.926470588235297E-7
2998,9.926470588235297E-7
2999,9.926470588235297E-7
3000,9.926470588235297E-7
3001,9.926470588235297E-7
3002,9.926470588235297E-7
3003,9.926470588235297E-7
3004,9.926470588235297E-7
3005,9.926470588235297E-7
3006,9.926470588235297E-7
3007,9.926470588235297E-7
3008,9.926470588235297E-7
3009,9.926470588235297E-7
3010,9.926470588235297E-7
3011,9.926470588235297E-7
3012,9.926470588235297E-7
3013,9.926470588235297E-7
3014,9.926470588235297E-7
3015,9.926470588235297E-7
3016,9.926470588235297E-7
3017,9.926470588235297E-7
3018,9.926470588235297E-7
3019,9.926470588235297E-7
3020,9.926470588235297E-7
3021,9.926470588235297E-7
3022,9.926470588235297E-7
3023,9.926470588235297E-7
3024,9.926470588235297E-7
3025,9.926470588235297E-7
3026,9.926470588235297E-7
3027,9.926470588235297E-7
3028,9.926470588235297E-7
3029,9.926470588235297E-7
3030,9.926470588235297E-7
3031,9.926470588235297E-7
3032,9.926470588235297E-7
3033,9.926470588235297E-7
3034,9.926470588235297E-7
3035,9.926470588235297E-7
3036,9.926470588235297E-7
3037,9.926470588235297E-7
3038,9.926470588235297E-7
3039,9.926470588235297E-7
3040,9.926470588235297E-7
3041,9.926470588235297E-7
3042,9.926470588235297E-7
3043,9.926470588235297E-7
3044,9.926470588235297E-7
3045,9.926470588235297E-7
3046,9.926470588235297E-7
3047,9.926470588235297E-7
3048,9.926470588235297E-7
3049,9.926470588235297E-7
3050,9.926470588235297E-7
3051,9.926470588235297E-7
3052,9.926470588235297E-7
3053,9.926470588235297E-7
3054,9.926470588235297E-7
3055,9.926470588235297E-7
3056,9.926470588235297E-7
3057,9.926470588235297E-7
3058,9.926470588235297E-7
3059,9.926470588235297E-7
3060,9.926470588235297E-7
3061,9.926470588235297E-7
3062,9.926470588235297E-7
3063,9.926470588235297E-7
3064,9.926470588235297E-7
3065,9.926470588235297E-7
3066,9.926470588235297E-7
3067,9.926470588235297E-7
3068,9.926470588235297E-7
3069,9.926470588235297E-7
3070,9.926470588235297E-7
3071,9.926470588235297E-7
3072,9.926470588235297E-7
3073,9.926470588235297E-7
3074,9.926470588235297E-7
3075,9.926470588235297E-7
